"StartDate","EndDate","Status","IPAddress","Progress","Duration..in.seconds.","Finished","RecordedDate","ResponseId","RecipientLastName","RecipientFirstName","RecipientEmail","ExternalReference","LocationLatitude","LocationLongitude","DistributionChannel","UserLanguage","consent","attn_check_1_1","attn_check_1_2","attn_check_1_3","attn_check_2","WW_deteriorate_Q1_1","WW_deteriorate_Q2_1","comprehension_chk_Q1","comprehension_chk_Q2","WW_improve_Q1_1","WW_improve_Q2_1","comprehension_chk_Q1.1","comprehension_chk_Q2.1","BL_deteriorate_Q1_1","BL_deteriorate_Q2_1","comprehension_chk_Q1.2","comprehension_chk_Q2.2","BL_improve_Q1_1","BL_improve_Q2_1","comprehension_chk_Q1.3","comprehension_chk_Q2.3","WL_detiriorate_Q1_1","WL_detiriorate_Q2_1","comprehension_chk_Q1.4","comprehension_chk_Q2.4","WL_improve_Q1_1","WL_improve_Q2_1","comprehension_chk_Q1.5","comprehension_chk_Q2.5","AM_deteriorate_Q1_1","AM_deteriorate_Q2_1","comprehension_chk_Q1.6","comprehension_chk_Q2.6","AM_improve_Q1_1","AM_improve_Q2_1","comprehension_chk_Q1.7","comprehension_chk_Q2.7","TC_deteriorate_Q1_1","TC_deteriorate_Q2_1","comprehension_chk_Q1.8","comprehension_chk_Q2.8","TC_improve_Q1_1","TC_improve_Q2_1","comprehension_chk_Q1.9","comprehension_chk_Q2.9","RO_deteriorate_Q1_1","RO_deteriorate_Q2_1","comprehension_chk_Q1.10","comprehension_chk_Q2.10","RO_improve_Q1_1","RO_improve_Q2_1","comprehension_chk_Q1.11","comprehension_chk_Q2.11","BT_deteriorate_Q1_1","BT_deteriorate_Q2_1","comprehension_chk_Q1.12","comprehension_chk_Q2.12","BT_improve_Q1_1","BT_improve_Q2_1","comprehension_chk_Q1.13","comprehension_chk_Q2.13","DL_deteriorate_Q1_1","DL_deteriorate_Q2_1","comprehension_chk_Q1.14","comprehension_chk_Q2.14","DL_improve_Q1_1","DL_improve_Q2_1","comprehension_chk_Q1.15","comprehension_chk_Q2.15","politics_1","gender","gender_4_TEXT","ethnicity","ethnicity_5_TEXT","age","education","education_9_TEXT","comments","StudyID","FL_4_DO"
"5/7/20 8:45","5/7/20 8:48",0,37,100,208,1,"5/7/20 8:48","R_2uJq6qGypkdcqXQ",NA,NA,NA,NA,37,37,"anonymous","EN",1,15,20,30,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,40,4,2,NA,NA,NA,NA,NA,NA,NA,NA,60,1,"",1,"",67,2,NA,"","cmc_1a","BluewaterTobacco,Improve"
"5/7/20 8:46","5/7/20 8:48",0,38,100,144,1,"5/7/20 8:49","R_3n9sdwckONtd5L1",NA,NA,NA,NA,38,38,"anonymous","EN",1,15,40,53,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,10,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,90,2,"",1,"",33,8,NA,"","cmc_1a","WonderlandClothing,Improve"
"5/7/20 8:46","5/7/20 8:49",0,39,100,168,1,"5/7/20 8:49","R_2uy8LnsMMAMk2K2",NA,NA,NA,NA,39,39,"anonymous","EN",1,15,30,46,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,50,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,2,"",1,"",31,5,NA,"","cmc_1a","Tecigo,Deteriorate"
"5/7/20 8:48","5/7/20 8:49",0,40,100,64,1,"5/7/20 8:49","R_2CrkksBlv8oBDZk",NA,NA,NA,NA,40,40,"anonymous","EN",1,15,40,100,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33,30,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19,1,"",1,"",38,5,NA,"","cmc_1a","Tecigo,Deteriorate"
"5/7/20 8:44","5/7/20 8:49",0,41,100,262,1,"5/7/20 8:49","R_2xz0jR7iHGOnH1a",NA,NA,NA,NA,41,41,"anonymous","EN",1,15,26,46,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,70,8,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,1,"",2,"",30,5,NA,"","cmc_1a","BrighterLab,Improve"
"5/7/20 8:47","5/7/20 8:49",0,42,100,109,1,"5/7/20 8:49","R_1InFMkBelkLeF2h",NA,NA,NA,NA,42,42,"anonymous","EN",1,15,40,77,1,NA,NA,NA,NA,80,73,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,78,2,"",1,"",65,4,NA,"","cmc_1a","WestWinter,Improve"
"5/7/20 8:46","5/7/20 8:49",0,43,100,181,1,"5/7/20 8:49","R_31YLzsGqEyNSUBM",NA,NA,NA,NA,43,43,"anonymous","EN",1,15,40,100,1,NA,NA,NA,NA,60,50,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,"",4,"",32,6,NA,"","cmc_1a","WestWinter,Improve"
"5/7/20 8:47","5/7/20 8:49",0,44,100,146,1,"5/7/20 8:49","R_so46GacCuwGDttf",NA,NA,NA,NA,44,44,"anonymous","EN",1,15,40,62,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,9,4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29,2,"",1,"",52,5,NA,"","cmc_1a","RoyalOil,Improve"
"5/7/20 8:47","5/7/20 8:49",0,45,100,157,1,"5/7/20 8:49","R_3Kxf4Voh6lfyr7j",NA,NA,NA,NA,45,45,"anonymous","EN",1,15,30,40,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,93,100,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60,1,"",1,"",35,3,NA,"","cmc_1a","AccessMine,Deteriorate"
"5/7/20 8:46","5/7/20 8:49",0,46,100,179,1,"5/7/20 8:49","R_10UYNAlvw8wfm7c",NA,NA,NA,NA,46,46,"anonymous","EN",1,15,30,38,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,27,4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,70,2,"",1,"",38,6,NA,"","cmc_1a","Tecigo,Improve"
"5/7/20 8:47","5/7/20 8:49",0,47,100,116,1,"5/7/20 8:49","R_qR9s8UbjRWhurGV",NA,NA,NA,NA,47,47,"anonymous","EN",1,15,20,40,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,25,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,1,"",1,"",31,2,NA,"","cmc_1a","BluewaterTobacco,Deteriorate"
"5/7/20 8:47","5/7/20 8:49",0,48,100,151,1,"5/7/20 8:49","R_3FPahea1n6GA5qh",NA,NA,NA,NA,48,48,"anonymous","EN",1,15,20,30,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,50,4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,71,1,"",1,"",34,5,NA,"","cmc_1a","BrighterLab,Improve"
"5/7/20 8:44","5/7/20 8:49",0,49,100,301,1,"5/7/20 8:49","R_23a7P47cSHlVtW7",NA,NA,NA,NA,49,49,"anonymous","EN",1,15,20,25,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,61,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,2,"",1,"",36,5,NA,"","cmc_1a","Tecigo,Improve"
"5/7/20 8:48","5/7/20 8:50",0,50,100,105,1,"5/7/20 8:50","R_3rGP3MTdBmUc2W3",NA,NA,NA,NA,50,50,"anonymous","EN",1,15,30,57,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,82,77,4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,1,"",1,"",29,5,NA,"","cmc_1a","WonderlandClothing,Improve"
"5/7/20 8:48","5/7/20 8:50",0,51,100,93,1,"5/7/20 8:50","R_3HwvzLZkZX1zF0L",NA,NA,NA,NA,51,51,"anonymous","EN",1,15,40,65,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,4,2,0,1,"",2,"",30,4,NA,"","cmc_1a","DocLips,Improve"
"5/7/20 8:48","5/7/20 8:50",0,52,100,101,1,"5/7/20 8:50","R_3iKbxcBHY05DXCZ",NA,NA,NA,NA,52,52,"anonymous","EN",1,15,50,80,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,10,2,3,NA,NA,NA,NA,50,1,"",1,"",37,7,NA,"","cmc_1a","DocLips,Deteriorate"
"5/7/20 8:48","5/7/20 8:50",0,53,100,73,1,"5/7/20 8:50","R_2X5qNKXD3xvAA2q",NA,NA,NA,NA,53,53,"anonymous","EN",1,15,40,65,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,69,48,3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,57,1,"",1,"",33,5,NA,"","cmc_1a","Tecigo,Deteriorate"
"5/7/20 8:45","5/7/20 8:50",0,54,100,267,1,"5/7/20 8:50","R_30u6IIaraogQOHW",NA,NA,NA,NA,54,54,"anonymous","EN",1,15,30,40,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,61,61,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,1,"",1,"",32,5,NA,"","cmc_1a","BluewaterTobacco,Deteriorate"
"5/7/20 8:46","5/7/20 8:50",0,55,100,239,1,"5/7/20 8:50","R_2CQkgKJlGJUa8nT",NA,NA,NA,NA,55,55,"anonymous","EN",1,15,30,60,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,70,78,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,2,"",2,"",43,5,NA,"","cmc_1a","WonderlandClothing,Improve"
"5/7/20 8:48","5/7/20 8:50",0,56,100,118,1,"5/7/20 8:50","R_3EGuMbBSnPHJ2bM",NA,NA,NA,NA,56,56,"anonymous","EN",1,15,20,37,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,50,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,51,1,"",1,"",54,3,NA,"","cmc_1a","Tecigo,Improve"
"5/7/20 8:48","5/7/20 8:50",0,57,100,107,1,"5/7/20 8:50","R_12FJvIpFcSLM4VW",NA,NA,NA,NA,57,57,"anonymous","EN",1,15,30,60,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,85,90,2,3,NA,NA,NA,NA,12,1,"",1,"",41,5,NA,"","cmc_1a","DocLips,Deteriorate"
"5/7/20 8:45","5/7/20 8:50",0,58,100,289,1,"5/7/20 8:50","R_smPTVChOGLBs3Xb",NA,NA,NA,NA,58,58,"anonymous","EN",1,15,50,76,1,63,61,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31,2,"",1,"",42,5,NA,"","cmc_1a","WestWinter,Deteriorate"
"5/7/20 8:47","5/7/20 8:50",0,59,100,181,1,"5/7/20 8:50","R_3hoJabdQZLYdT9a",NA,NA,NA,NA,59,59,"anonymous","EN",1,15,20,26,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,57,57,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1,"",1,"",65,4,NA,"","cmc_1a","BluewaterTobacco,Deteriorate"
"5/7/20 8:47","5/7/20 8:50",0,60,100,180,1,"5/7/20 8:50","R_QoyDJA3B8F75TJ7",NA,NA,NA,NA,60,60,"anonymous","EN",1,15,30,50,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,10,4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,2,"",1,"",44,5,NA,"","cmc_1a","RoyalOil,Improve"
"5/7/20 8:48","5/7/20 8:50",0,61,100,163,1,"5/7/20 8:50","R_PAhZDNv091uOHXb",NA,NA,NA,NA,61,61,"anonymous","EN",1,15,50,80,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,40,4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,2,"",1,"",31,4,NA,"","cmc_1a","AccessMine,Improve"
"5/7/20 8:48","5/7/20 8:50",0,62,100,160,1,"5/7/20 8:50","R_1oaKh62koYPnKDS",NA,NA,NA,NA,62,62,"anonymous","EN",1,15,40,75,1,NA,NA,NA,NA,NA,NA,NA,NA,100,100,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,1,"",1,"",43,4,NA,"","cmc_1a","BrighterLab,Deteriorate"
"5/7/20 8:47","5/7/20 8:51",0,63,100,198,1,"5/7/20 8:51","R_31Y0OhIUNG0XZ0I",NA,NA,NA,NA,63,63,"anonymous","EN",1,15,20,100,1,60,60,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,1,"",1,"",65,4,NA,"","cmc_1a","WestWinter,Deteriorate"
"5/7/20 8:45","5/7/20 8:51",0,64,100,368,1,"5/7/20 8:51","R_27pqurvNTat8Efa",NA,NA,NA,NA,64,64,"anonymous","EN",1,15,20,30,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,50,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,"",1,"",30,5,NA,"","cmc_1a","AccessMine,Improve"
"5/7/20 8:48","5/7/20 8:51",0,65,100,137,1,"5/7/20 8:51","R_e3wRUz2yLAsouMp",NA,NA,NA,NA,65,65,"anonymous","EN",1,15,30,50,1,NA,NA,NA,NA,50,40,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,2,"",2,"",27,2,NA,"none","cmc_1a","WestWinter,Improve"
"5/7/20 8:48","5/7/20 8:51",0,66,100,155,1,"5/7/20 8:51","R_1g5BLenQOEnswHI",NA,NA,NA,NA,66,66,"anonymous","EN",1,15,40,80,1,NA,NA,NA,NA,NA,NA,NA,NA,10,6,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,2,"",1,"",63,6,NA,"Thank you","cmc_1a","BrighterLab,Deteriorate"
"5/7/20 8:48","5/7/20 8:51",0,67,100,171,1,"5/7/20 8:51","R_4OuqDXIjzOYNPLb",NA,NA,NA,NA,67,67,"anonymous","EN",1,15,50,100,1,50,50,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,90,2,"",1,"",69,5,NA,"No comments.","cmc_1a","WestWinter,Deteriorate"
"5/7/20 8:49","5/7/20 8:51",0,68,100,140,1,"5/7/20 8:51","R_z2u9dfu18FGnVpT",NA,NA,NA,NA,68,68,"anonymous","EN",1,15,30,45,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,20,4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,1,"",1,"",29,5,NA,"","cmc_1a","BrighterLab,Improve"
"5/7/20 8:49","5/7/20 8:51",0,69,100,135,1,"5/7/20 8:51","R_eP2EJIZpZmUy2Fb",NA,NA,NA,NA,69,69,"anonymous","EN",1,15,40,59,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,54,55,4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,"",1,"",51,5,NA,"","cmc_1a","Tecigo,Improve"
"5/7/20 8:48","5/7/20 8:51",0,70,100,163,1,"5/7/20 8:51","R_p5VBUoqZXn42qD7",NA,NA,NA,NA,70,70,"anonymous","EN",1,15,20,30,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,10,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,1,"",1,"",65,2,NA,"","cmc_1a","RoyalOil,Improve"
"5/7/20 8:46","5/7/20 8:51",0,71,100,314,1,"5/7/20 8:51","R_125Zr7HBQL7MnlZ",NA,NA,NA,NA,71,71,"anonymous","EN",1,15,30,40,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,95,100,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,1,"",1,"",65,5,NA,"you are doing important work","cmc_1a","WonderlandClothing,Deteriorate"
"5/7/20 8:48","5/7/20 8:52",0,72,100,205,1,"5/7/20 8:52","R_2OTlOA2075SZXOQ",NA,NA,NA,NA,72,72,"anonymous","EN",1,15,50,90,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,100,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,90,2,"",1,"",58,4,NA,"","cmc_1a","WonderlandClothing,Improve"
"5/7/20 8:48","5/7/20 8:52",0,73,100,234,1,"5/7/20 8:52","R_2ZKZgzq0NrBHNsK",NA,NA,NA,NA,73,73,"anonymous","EN",1,15,30,45,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,75,76,4,1,48,2,"",1,"",67,6,NA,"","cmc_1a","DocLips,Improve"
"5/7/20 8:50","5/7/20 8:52",0,74,100,125,1,"5/7/20 8:52","R_3p2MEvXUHNqCj1W",NA,NA,NA,NA,74,74,"anonymous","EN",1,15,30,50,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,100,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,"",1,"",27,3,NA,"","cmc_1a","AccessMine,Deteriorate"
"5/7/20 8:50","5/7/20 8:52",0,75,100,107,1,"5/7/20 8:52","R_323ACzcYBDdyqjK",NA,NA,NA,NA,75,75,"anonymous","EN",1,15,50,100,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23,6,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49,1,"",2,"",22,5,NA,"","cmc_1a","RoyalOil,Improve"
"5/7/20 8:48","5/7/20 8:52",0,76,100,230,1,"5/7/20 8:52","R_a9IajfUFvahEIRr",NA,NA,NA,NA,76,76,"anonymous","EN",1,15,30,50,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,2,"",1,"",61,5,NA,"N/A","cmc_1a","RoyalOil,Deteriorate"
