"StartDate","EndDate","Status","IPAddress","Progress","Duration..in.seconds.","Finished","RecordedDate","ResponseId","RecipientLastName","RecipientFirstName","RecipientEmail","ExternalReference","LocationLatitude","LocationLongitude","DistributionChannel","UserLanguage","att1","att2","consent","Q110","elon_musk_first_10","warren_buffet_second_10","warren_buffet_first_10","elon_musk_second_10","comp1","gender","gender_4_TEXT","ethnicity","ethnicity_6_TEXT","age","education","education_8_TEXT","PROLIFIC_PID"
"2024-01-18 09:11:46","2024-01-18 09:12:35","0","Anonymized","100","48","1","2024-01-18 09:12:35","R_5Pi2PVj2pqtW1WU","","","","","Anonymized","Anonymized","anonymous","EN","2","2","1","611826a2829806f27afd5864","68","63","","","2","2","","3","","31","4","","611826a2829806f27afd5864"
"2024-01-18 09:10:58","2024-01-18 09:12:42","0","Anonymized","100","103","1","2024-01-18 09:12:42","R_6gO4bu7zUUlMzU5","","","","","Anonymized","Anonymized","anonymous","EN","2","2","1","5d63275f9b22da000117b107","","","40","51","2","1","","3","","70","3","","5d63275f9b22da000117b107"
"2024-01-18 09:11:28","2024-01-18 09:12:45","0","Anonymized","100","76","1","2024-01-18 09:12:45","R_68YuYybRqI4q4qR","","","","","Anonymized","Anonymized","anonymous","EN","2","2","1","62fea0509e7df658ed2554d2","","","90","30","2","1","","3","","33","3","","62fea0509e7df658ed2554d2"
"2024-01-18 09:12:41","2024-01-18 09:12:55","0","Anonymized","100","13","1","2024-01-18 09:12:55","R_7rT9Sfndw5PAtK2","","","","","Anonymized","Anonymized","anonymous","EN","2","1","","","","","","","","","","","","","","","5e328d9f7c47e424bdb304a9"
"2024-01-18 09:11:40","2024-01-18 09:13:03","0","Anonymized","100","82","1","2024-01-18 09:13:03","R_595kjUk7ThM5Mbw","","","","","Anonymized","Anonymized","anonymous","EN","2","2","1","6162fa4fec3fe9d88d067ada","25","15","","","2","2","","1","","42","3","","6162fa4fec3fe9d88d067ada"
"2024-01-18 09:12:31","2024-01-18 09:13:13","0","Anonymized","100","41","1","2024-01-18 09:13:14","R_18BWcskoUxkKKG6","","","","","Anonymized","Anonymized","anonymous","EN","2","2","1","631916c5e920aea5076777b0","","","45","65","2","1","","3","","38","4","","631916c5e920aea5076777b0"
"2024-01-18 09:11:15","2024-01-18 09:13:21","0","Anonymized","100","125","1","2024-01-18 09:13:21","R_6rSzNz8abG2R07X","","","","","Anonymized","Anonymized","anonymous","EN","2","2","1","57ac740478a38d00017cce22","30","25","","","2","2","","3","","63","1","","57ac740478a38d00017cce22"
"2024-01-18 09:12:16","2024-01-18 09:13:24","0","Anonymized","100","68","1","2024-01-18 09:13:25","R_3BaodqL2Dl0bnE8","","","","","Anonymized","Anonymized","anonymous","EN","2","2","1","5c64c8c458987100010e9db7","50","50","","","2","2","","3","","63","5","","5c64c8c458987100010e9db7"
"2024-01-18 09:12:25","2024-01-18 09:13:32","0","Anonymized","100","66","1","2024-01-18 09:13:32","R_62zMGxbFzhauvuQ","","","","","Anonymized","Anonymized","anonymous","EN","2","2","1","5ff5f6c52171e10f72d3610c","61","71","","","2","2","","3","","33","5","","5ff5f6c52171e10f72d3610c"
"2024-01-18 09:13:21","2024-01-18 09:13:42","0","Anonymized","100","20","1","2024-01-18 09:13:42","R_1d9QEE5LMrtfYA7","","","","","Anonymized","Anonymized","anonymous","EN","2","1","","","","","","","","","","","","","","","65450acb15b86368927f3f7f"
"2024-01-18 09:12:23","2024-01-18 09:13:54","0","Anonymized","100","90","1","2024-01-18 09:13:55","R_6fNMLgmqUeF7JNd","","","","","Anonymized","Anonymized","anonymous","EN","2","2","1","61592ea07347e286bca1955f","","","80","80","2","2","","2","","22","4","","61592ea07347e286bca1955f"
"2024-01-18 09:12:44","2024-01-18 09:13:54","0","Anonymized","100","70","1","2024-01-18 09:13:55","R_1WCsJkNxlkiV6V4","","","","","Anonymized","Anonymized","anonymous","EN","2","2","1","656cb9bc6c3fc7ef9553d00d","","","30","100","2","2","","1","","32","5","","656cb9bc6c3fc7ef9553d00d"
"2024-01-18 09:13:09","2024-01-18 09:13:56","0","Anonymized","100","47","1","2024-01-18 09:13:57","R_3XR3h812iaWwBxf","","","","","Anonymized","Anonymized","anonymous","EN","2","2","1","5c5aebc28348b50001fcb0c6","","","75","91","2","1","","3","","31","4","","5c5aebc28348b50001fcb0c6"
"2024-01-18 09:12:47","2024-01-18 09:14:01","0","Anonymized","100","73","1","2024-01-18 09:14:01","R_6ltPnANnHdjV4Oc","","","","","Anonymized","Anonymized","anonymous","EN","2","2","1","636149c88d2d393decf957f7","","","51","60","2","1","","3","","37","1","","636149c88d2d393decf957f7"
"2024-01-18 09:07:06","2024-01-18 09:14:01","0","Anonymized","100","414","1","2024-01-18 09:14:01","R_6CMYK3pFzXIWX28","","","","","Anonymized","Anonymized","anonymous","EN","2","2","1","5c2d27de867f660001af9b73","","","68","25","2","2","","3","","54","3","","5c2d27de867f660001af9b73"
"2024-01-18 09:12:49","2024-01-18 09:14:02","0","Anonymized","100","73","1","2024-01-18 09:14:03","R_6qkchrINQPDBpbR","","","","","Anonymized","Anonymized","anonymous","EN","2","2","1","6501bdc07ec7d13f08561aaf","50","74","","","2","2","","3","","32","3","","6501bdc07ec7d13f08561aaf"
"2024-01-18 09:12:14","2024-01-18 09:14:03","0","Anonymized","100","108","1","2024-01-18 09:14:04","R_6WNMV2akAQ9EYE9","","","","","Anonymized","Anonymized","anonymous","EN","2","2","1","63d461ae668907ea6006f43f","","","100","100","2","4","","3","","29","3","","63d461ae668907ea6006f43f"
"2024-01-18 09:13:02","2024-01-18 09:14:07","0","Anonymized","100","65","1","2024-01-18 09:14:07","R_1pPqZV8I3vDapeJ","","","","","Anonymized","Anonymized","anonymous","EN","2","2","1","60fc87b630b2179e6c5785ed","80","20","","","2","2","","3","","25","4","","60fc87b630b2179e6c5785ed"
"2024-01-18 09:13:17","2024-01-18 09:14:07","0","Anonymized","100","49","1","2024-01-18 09:14:08","R_7DMwKtW9g8SzuI5","","","","","Anonymized","Anonymized","anonymous","EN","2","2","1","5c92590a1f991d00161a6fa3","","","20","48","2","1","","3","","44","4","","5c92590a1f991d00161a6fa3"
"2024-01-18 09:13:06","2024-01-18 09:14:11","0","Anonymized","100","64","1","2024-01-18 09:14:12","R_3nmndkQrAiP083T","","","","","Anonymized","Anonymized","anonymous","EN","2","2","1","5c5c75d6329ee20001083061","40","80","","","2","1","","3","","41","4","","5c5c75d6329ee20001083061"
"2024-01-18 09:13:34","2024-01-18 09:14:19","0","Anonymized","100","44","1","2024-01-18 09:14:19","R_63xStaM676aa5Ru","","","","","Anonymized","Anonymized","anonymous","EN","2","2","1","6431fa7dd113eda38603cabc","77","54","","","2","1","","2","","24","4","","6431fa7dd113eda38603cabc"
"2024-01-18 09:14:07","2024-01-18 09:14:21","0","Anonymized","100","14","1","2024-01-18 09:14:22","R_7C1aSTWfQXlcv3X","","","","","Anonymized","Anonymized","anonymous","EN","2","1","","","","","","","","","","","","","","","656607b0de809871a577ac96"
"2024-01-18 09:13:16","2024-01-18 09:14:29","0","Anonymized","100","73","1","2024-01-18 09:14:30","R_3rHssHcCw2iYE1f","","","","","Anonymized","Anonymized","anonymous","EN","2","2","1","6400da876003cad093b2118f","","","50","75","2","2","","3","","30","4","","6400da876003cad093b2118f"
"2024-01-18 09:12:58","2024-01-18 09:14:31","0","Anonymized","100","92","1","2024-01-18 09:14:31","R_6UE8iQavxXFGQ8x","","","","","Anonymized","Anonymized","anonymous","EN","2","2","1","557f112bfdf99b4ea6dd08db","86","43","","","2","2","","2","","30","7","","557f112bfdf99b4ea6dd08db"
"2024-01-18 09:13:29","2024-01-18 09:14:34","0","Anonymized","100","65","1","2024-01-18 09:14:34","R_3YfVqHabXBeEqNB","","","","","Anonymized","Anonymized","anonymous","EN","2","2","1","5f060fa4cf10ff12c4e42b9d","","","98","95","2","2","","3","","30","5","","5f060fa4cf10ff12c4e42b9d"
"2024-01-18 09:13:45","2024-01-18 09:14:35","0","Anonymized","100","50","1","2024-01-18 09:14:36","R_1DYZuBfGUpWHTK7","","","","","Anonymized","Anonymized","anonymous","EN","2","2","1","5c06b3f64a2b7b0001c3c185","","","60","85","2","2","","4","","39","4","","5c06b3f64a2b7b0001c3c185"
"2024-01-18 09:13:28","2024-01-18 09:14:43","0","Anonymized","100","74","1","2024-01-18 09:14:43","R_6qBBt3cC5ozYKVO","","","","","Anonymized","Anonymized","anonymous","EN","2","2","1","6107b55d4376fdce2ada37f8","40","50","","","2","2","","3","","25","3","","6107b55d4376fdce2ada37f8"
"2024-01-18 09:14:02","2024-01-18 09:14:47","0","Anonymized","100","45","1","2024-01-18 09:14:48","R_3mPgyU4LLHNWTz3","","","","","Anonymized","Anonymized","anonymous","EN","2","2","1","59e7d3f97f3d71000171def0","90","51","","","2","1","","3","","40","3","","59e7d3f97f3d71000171def0"
"2024-01-18 09:13:52","2024-01-18 09:14:50","0","Anonymized","100","58","1","2024-01-18 09:14:51","R_7RyWqTarpDdQEO8","","","","","Anonymized","Anonymized","anonymous","EN","2","2","1","5b2489070ec82d0001d1dbb2","","","60","90","2","2","","3","","45","5","","5b2489070ec82d0001d1dbb2"
"2024-01-18 09:13:55","2024-01-18 09:15:10","0","Anonymized","100","74","1","2024-01-18 09:15:10","R_3JeMwNMCrWkPx2E","","","","","Anonymized","Anonymized","anonymous","EN","2","2","1","570e6b4fc9e604000f020a6f","34","69","","","2","1","","3","","28","4","","570e6b4fc9e604000f020a6f"
"2024-01-18 09:13:10","2024-01-18 09:15:15","0","Anonymized","100","124","1","2024-01-18 09:15:16","R_3qtdZVMzwPrx1Qt","","","","","Anonymized","Anonymized","anonymous","EN","2","2","1","5f4c4dd50a92c286c1972f06","76","63","","","2","2","","3","","27","4","","5f4c4dd50a92c286c1972f06"
"2024-01-18 09:14:39","2024-01-18 09:15:45","0","Anonymized","100","66","1","2024-01-18 09:15:45","R_7GAGghE3PjVpFrn","","","","","Anonymized","Anonymized","anonymous","EN","2","2","1","6111bb9382dbee7eb452a653","30","71","","","2","2","","3","","43","3","","6111bb9382dbee7eb452a653"
"2024-01-18 09:15:13","2024-01-18 09:16:02","0","Anonymized","100","48","1","2024-01-18 09:16:02","R_3eJfKnOZKw30nZL","","","","","Anonymized","Anonymized","anonymous","EN","2","2","1","5f500550ad48ba16ff920279","54","32","","","2","1","","2","","42","3","","5f500550ad48ba16ff920279"
"2024-01-18 09:15:07","2024-01-18 09:16:05","0","Anonymized","100","58","1","2024-01-18 09:16:06","R_3qTJhHmBZA7se26","","","","","Anonymized","Anonymized","anonymous","EN","2","2","1","6336fecb0b27c43626068e01","","","95","100","2","1","","6","European-American","48","4","","6336fecb0b27c43626068e01"
"2024-01-18 09:15:08","2024-01-18 09:16:09","0","Anonymized","100","61","1","2024-01-18 09:16:10","R_1FQUFpFLfIXt4iy","","","","","Anonymized","Anonymized","anonymous","EN","2","2","1","6124232e0de36853de1edfa5","","","60","60","2","2","","3","","21","3","","6124232e0de36853de1edfa5"
"2024-01-18 09:14:51","2024-01-18 09:16:10","0","Anonymized","100","78","1","2024-01-18 09:16:10","R_1EXC5EJLp6ARqQI","","","","","Anonymized","Anonymized","anonymous","EN","2","2","1","63f78c9346da47f7f8f3aef9","85","75","","","2","4","none","3","","30","3","","63f78c9346da47f7f8f3aef9"
"2024-01-18 09:14:45","2024-01-18 09:16:11","0","Anonymized","100","86","1","2024-01-18 09:16:12","R_3HiD1dkZg7LGw0J","","","","","Anonymized","Anonymized","anonymous","EN","2","2","1","654e801d14df9acd084196c2","","","50","100","2","2","","3","","50","5","","654e801d14df9acd084196c2"
"2024-01-18 09:13:51","2024-01-18 09:16:11","0","Anonymized","100","140","1","2024-01-18 09:16:12","R_3jkrw1Y5GRtjgf7","","","","","Anonymized","Anonymized","anonymous","EN","2","2","1","64d544908cc0899c470c9516","","","35","100","2","1","","5","","53","4","","64d544908cc0899c470c9516"
"2024-01-18 09:14:49","2024-01-18 09:16:12","0","Anonymized","100","83","1","2024-01-18 09:16:12","R_5D4Pv8ayfI2otuF","","","","","Anonymized","Anonymized","anonymous","EN","2","2","1","5c40134b1580e900012320ab","60","20","","","2","2","","3","","43","3","","5c40134b1580e900012320ab"
"2024-01-18 09:15:27","2024-01-18 09:16:14","0","Anonymized","100","47","1","2024-01-18 09:16:15","R_3ubDd8JlQxu1iZX","","","","","Anonymized","Anonymized","anonymous","EN","2","2","1","5eb33612d573b51326905f30","","","69","80","2","2","","3","","39","4","","5eb33612d573b51326905f30"
"2024-01-18 09:15:09","2024-01-18 09:16:22","0","Anonymized","100","73","1","2024-01-18 09:16:23","R_3N245WmRkSsMt51","","","","","Anonymized","Anonymized","anonymous","EN","2","2","1","5c3ebb97b3369c0001a94fea","","","50","65","2","2","","3","","38","4","","5c3ebb97b3369c0001a94fea"
"2024-01-18 09:15:41","2024-01-18 09:16:24","0","Anonymized","100","42","1","2024-01-18 09:16:24","R_5Rfu4IaRasMn7rj","","","","","Anonymized","Anonymized","anonymous","EN","2","2","1","5dcf33e0961cb308755ac95b","65","59","","","2","2","","3","","37","5","","5dcf33e0961cb308755ac95b"
"2024-01-18 09:15:02","2024-01-18 09:16:30","0","Anonymized","100","87","1","2024-01-18 09:16:30","R_310HP0Cp2JVdaaj","","","","","Anonymized","Anonymized","anonymous","EN","2","2","1","5d463e632f66d00016120742","70","40","","","2","1","","3","","25","5","","5d463e632f66d00016120742"
"2024-01-18 09:16:26","2024-01-18 09:16:37","0","Anonymized","100","10","1","2024-01-18 09:16:38","R_17djARWt07MzxzJ","","","","","Anonymized","Anonymized","anonymous","EN","2","1","","","","","","","","","","","","","","","657b9e980720de6926836b20"
"2024-01-18 09:15:38","2024-01-18 09:16:38","0","Anonymized","100","60","1","2024-01-18 09:16:39","R_1G93N8ycEBD1qrq","","","","","Anonymized","Anonymized","anonymous","EN","2","2","1","60ce5270f1695ea416c25fc3","","","73","70","2","1","","3","","66","7","","60ce5270f1695ea416c25fc3"
"2024-01-18 09:15:42","2024-01-18 09:16:38","0","Anonymized","100","56","1","2024-01-18 09:16:39","R_5TrqYfuWsYUMjMl","","","","","Anonymized","Anonymized","anonymous","EN","2","2","1","5efec82cf597a73e75e3fbe0","","","50","80","2","2","","2","","22","4","","5efec82cf597a73e75e3fbe0"
"2024-01-18 09:15:51","2024-01-18 09:16:48","0","Anonymized","100","56","1","2024-01-18 09:16:48","R_3eracZgyY2pDYQI","","","","","Anonymized","Anonymized","anonymous","EN","2","2","1","62e073721cd1f5f6cff50910","60","70","","","2","2","","1","","26","4","","62e073721cd1f5f6cff50910"
"2024-01-18 09:12:22","2024-01-18 09:17:19","0","Anonymized","100","296","1","2024-01-18 09:17:20","R_7h6zQtGLGzqJOPA","","","","","Anonymized","Anonymized","anonymous","EN","2","2","1","586ad3a6da731b0001049cad","","","14","100","2","2","","3","","46","4","","586ad3a6da731b0001049cad"
"2024-01-18 09:14:53","2024-01-18 09:17:22","0","Anonymized","100","148","1","2024-01-18 09:17:23","R_3QK9q9fwQ6MKnuh","","","","","Anonymized","Anonymized","anonymous","EN","2","2","1","6335c2e456a9b4ca55a47642","47","90","","","2","1","","3","","61","3","","6335c2e456a9b4ca55a47642"
"2024-01-18 09:16:42","2024-01-18 09:17:29","0","Anonymized","100","47","1","2024-01-18 09:17:30","R_3c32XUcBh7I2QcV","","","","","Anonymized","Anonymized","anonymous","EN","2","2","1","6112b65a93c2eed74b0416f5","86","85","","","2","2","","3","","24","4","","6112b65a93c2eed74b0416f5"
"2024-01-18 09:15:08","2024-01-18 09:17:33","0","Anonymized","100","145","1","2024-01-18 09:17:34","R_7Bzf2GZpDfD87o6","","","","","Anonymized","Anonymized","anonymous","EN","2","2","1","64a281f78c5be10f0f28e3ac","0","79","","","2","1","","1","","38","4","","64a281f78c5be10f0f28e3ac"
"2024-01-18 09:16:58","2024-01-18 09:17:44","0","Anonymized","100","46","1","2024-01-18 09:17:45","R_3qjujkraYbQ0K76","","","","","Anonymized","Anonymized","anonymous","EN","2","2","1","63fad8b20e532757a496f7f5","","","40","87","2","1","","2","","54","4","","63fad8b20e532757a496f7f5"
"2024-01-18 09:17:04","2024-01-18 09:18:04","0","Anonymized","100","59","1","2024-01-18 09:18:04","R_3pT1HbvfAX6KPrj","","","","","Anonymized","Anonymized","anonymous","EN","2","2","1","58752fed445a5f00019b4a3f","96","64","","","2","1","","3","","25","5","","58752fed445a5f00019b4a3f"
"2024-01-18 09:16:40","2024-01-18 09:18:08","0","Anonymized","100","88","1","2024-01-18 09:18:09","R_7n6hUlwTaLa7XdG","","","","","Anonymized","Anonymized","anonymous","EN","2","2","1","63912cbde71779ba1a9c149b","","","51","52","2","2","","3","","71","3","","63912cbde71779ba1a9c149b"
"2024-01-18 09:16:46","2024-01-18 09:18:09","0","Anonymized","100","82","1","2024-01-18 09:18:09","R_3G6r8TWHkTzxtlL","","","","","Anonymized","Anonymized","anonymous","EN","2","2","1","5f4fdba442d1a7110ae00343","81","83","","","2","2","","1","","24","4","","5f4fdba442d1a7110ae00343"
"2024-01-18 09:17:23","2024-01-18 09:18:11","0","Anonymized","100","48","1","2024-01-18 09:18:12","R_5OMWs6DGRD9GTgB","","","","","Anonymized","Anonymized","anonymous","EN","2","2","1","5f6a6a47354cc7139c5b7947","62","73","","","2","2","","2","","32","5","","5f6a6a47354cc7139c5b7947"
"2024-01-18 09:14:26","2024-01-18 09:18:16","0","Anonymized","100","230","1","2024-01-18 09:18:17","R_6Ecdi50Eb2YjlTQ","","","","","Anonymized","Anonymized","anonymous","EN","2","2","1","636212999d9d4a04989c95e9","69","77","","","2","1","","3","","43","5","","636212999d9d4a04989c95e9"
"2024-01-18 09:16:39","2024-01-18 09:18:18","0","Anonymized","100","98","1","2024-01-18 09:18:18","R_5LFDIyN6k8nKZ1C","","","","","Anonymized","Anonymized","anonymous","EN","2","2","1","5eb17aefc2338227ce362731","","","52","73","2","1","","4","","37","4","","5eb17aefc2338227ce362731"
"2024-01-18 09:17:14","2024-01-18 09:18:21","0","Anonymized","100","67","1","2024-01-18 09:18:21","R_1qOsM8NGCt7GPR1","","","","","Anonymized","Anonymized","anonymous","EN","2","2","1","63ea5699c794ce2a4f225dc8","","","61","45","2","1","","3","","28","5","","63ea5699c794ce2a4f225dc8"
"2024-01-18 09:16:42","2024-01-18 09:18:22","0","Anonymized","100","100","1","2024-01-18 09:18:22","R_7zu0mYTaDWyDhZ7","","","","","Anonymized","Anonymized","anonymous","EN","2","2","1","60f3320a37b06dff39dd1d8c","80","35","","","2","2","","3","","61","4","","60f3320a37b06dff39dd1d8c"
"2024-01-18 09:17:55","2024-01-18 09:18:33","0","Anonymized","100","38","1","2024-01-18 09:18:33","R_3j0eEnK36QdI6n0","","","","","Anonymized","Anonymized","anonymous","EN","2","2","1","60ff4278d80ae9f23e25eb4b","44","71","","","2","3","","7","","22","4","","60ff4278d80ae9f23e25eb4b"
"2024-01-18 09:16:47","2024-01-18 09:18:35","0","Anonymized","100","108","1","2024-01-18 09:18:35","R_1Myxqx4cP4LAD4n","","","","","Anonymized","Anonymized","anonymous","EN","2","2","1","5c4685e43526c80001fd2899","","","32","62","2","1","","4","","40","4","","5c4685e43526c80001fd2899"
"2024-01-18 09:15:08","2024-01-18 09:18:36","0","Anonymized","100","207","1","2024-01-18 09:18:36","R_11HOVeT7o8VNn5t","","","","","Anonymized","Anonymized","anonymous","EN","2","2","1","6568f71e4bde2a6c9da07cc7","72","79","","","2","2","","1","","32","7","","6568f71e4bde2a6c9da07cc7"
"2024-01-18 09:16:41","2024-01-18 09:18:36","0","Anonymized","100","115","1","2024-01-18 09:18:37","R_72nEoBOLahz0ZZY","","","","","Anonymized","Anonymized","anonymous","EN","2","2","1","5d38fb96a2087f0019272bc0","","","3","78","2","2","","3","","35","2","","5d38fb96a2087f0019272bc0"
"2024-01-18 09:16:37","2024-01-18 09:18:36","0","Anonymized","100","118","1","2024-01-18 09:18:37","R_1PzXATZkfC0bUtc","","","","","Anonymized","Anonymized","anonymous","EN","2","2","1","651db9ab7095773ef04e5b8c","80","7","","","2","2","","3","","33","3","","651db9ab7095773ef04e5b8c"
"2024-01-18 09:17:13","2024-01-18 09:18:44","0","Anonymized","100","90","1","2024-01-18 09:18:45","R_5AKjpe81W4sZpiv","","","","","Anonymized","Anonymized","anonymous","EN","2","2","1","574cca765e5491000f3c89e0","","","50","81","2","1","","3","","62","2","","574cca765e5491000f3c89e0"
"2024-01-18 09:14:47","2024-01-18 09:19:03","0","Anonymized","100","255","1","2024-01-18 09:19:03","R_11yGFaQhSNrsUSw","","","","","Anonymized","Anonymized","anonymous","EN","2","2","1","63767a851344bd887e00249e","","","20","89","2","4","Non-Binary","3","","55","8","Associate's Degree (2 year)","63767a851344bd887e00249e"
"2024-01-18 09:13:21","2024-01-18 09:20:13","0","Anonymized","100","412","1","2024-01-18 09:20:14","R_34iwF8cXHDTusu6","","","","","Anonymized","Anonymized","anonymous","EN","2","2","1","615efd1df11a7d21f0f12f68","","","72","16","2","2","","3","","34","4","","615efd1df11a7d21f0f12f68"
"2024-01-18 09:15:42","2024-01-18 09:20:24","0","Anonymized","100","281","1","2024-01-18 09:20:25","R_5L56kQCU4EVH6LX","","","","","Anonymized","Anonymized","anonymous","EN","2","2","1","5bf311373a5bf00001401f64","","","85","0","2","1","","1","","37","1","","5bf311373a5bf00001401f64"
"2024-01-18 09:13:14","2024-01-18 09:21:21","0","Anonymized","100","487","1","2024-01-18 09:21:22","R_57rqDusbrmbk0sF","","","","","Anonymized","Anonymized","anonymous","EN","2","2","1","58c38ef58158840001b5c230","","","80","90","2","1","","3","","36","4","","58c38ef58158840001b5c230"
"2024-01-18 09:20:16","2024-01-18 09:21:31","0","Anonymized","100","75","1","2024-01-18 09:21:32","R_6b65WuW1rGIvDWh","","","","","Anonymized","Anonymized","anonymous","EN","2","2","1","5d89590e521ad100164eccab","","","51","45","2","2","","3","","25","3","","5d89590e521ad100164eccab"
"2024-01-18 09:16:32","2024-01-18 09:22:32","0","Anonymized","100","359","1","2024-01-18 09:22:32","R_5IDQonpEwqIqIlb","","","","","Anonymized","Anonymized","anonymous","EN","2","2","1","60e37439f7c69f9e2d4466eb","100","50","","","2","2","","1","","59","1","","60e37439f7c69f9e2d4466eb"
"2024-01-18 09:16:10","2024-01-18 09:22:56","0","Anonymized","100","406","1","2024-01-18 09:22:57","R_10HEHp0N8YwYRIf","","","","","Anonymized","Anonymized","anonymous","EN","2","2","1","60fe5defab667c1156a91e48","96","87","","","1","1","","3","","27","4","","60fe5defab667c1156a91e48"
"2024-01-18 09:22:25","2024-01-18 09:23:32","0","Anonymized","100","67","1","2024-01-18 09:23:33","R_1Gx1ydDnB5BkOl5","","","","","Anonymized","Anonymized","anonymous","EN","2","2","1","5c961ee66357fb0001ef4b4a","","","69","93","2","1","","1","","54","1","","5c961ee66357fb0001ef4b4a"
"2024-01-18 09:23:24","2024-01-18 09:24:08","0","Anonymized","100","44","1","2024-01-18 09:24:09","R_3CspALAZuCJw71n","","","","","Anonymized","Anonymized","anonymous","EN","2","2","1","602d3534af703b6fe8b4033d","90","40","","","2","1","","3","","30","3","","602d3534af703b6fe8b4033d"
"2024-01-18 09:23:39","2024-01-18 09:24:23","0","Anonymized","100","44","1","2024-01-18 09:24:24","R_7UbmXZheRC1WtQN","","","","","Anonymized","Anonymized","anonymous","EN","2","1","","","","","","","","","","","","","","","5e45f4cbbc594a0dc5429501"
