Finished,ResponseId,consent,attn_check_1,attn_check_2,attn_check_3_1,attn_check_3_2,attn_check_3_3,attn_check_4,WW_det_identity_1_1,WW_det_identity_2_1,WW_det_identity_3_1,WW_det_identity_telo_1,WW_det_prediction_1,WW_det_prediction_es_1,WW_det_prediction_te_1,WW_det_prediction_ca_1,WW_det_comp_prev,WW_det_comp_1,WW_det_comp_2,WW_imp_identity_1_1,WW_imp_identity_2_1,WW_imp_identity_3_1,WW_imp_identity_telo_1,WW_imp_prediction_1,WW_imp_prediction_es_1,WW_imp_prediction_te_1,WW_imp_prediction_ca_1,WW_imp_comp_prev,WW_imp_comp_1,WW_imp_comp_2,BL_det_identity_1_1,BL_det_identity_2_1,BL_det_identity_3_1,BL_det_identity_telo_1,BL_det_prediction_1,BL_det_prediction_es_1,BL_det_prediction_te_1,BL_det_prediction_ca_1,BL_det_comp_prev,BL_det_comp_1,BL_det_comp_2,BL_imp_identity_1_1,BL_imp_identity_2_1,BL_imp_identity_3_1,BL_imp_identity_telo_1,BL_imp_prediction_1,BL_imp_prediction_es_1,BL_imp_prediction_te_1,BL_imp_prediction_ca_1,BL_imp_comp_prev,BL_imp_comp_1,BL_imp_comp_2,WC_det_identity_1_1,WC_det_identity_2_1,WC_det_identity_3_1,WC_det_identity_telo_1,WC_det_prediction_1,WC_det_prediction_es_1,WC_det_prediction_te_1,WC_det_prediction_ca_1,WC_det_comp_prev,WC_det_comp_1,WC_det_comp_2,WC_imp_identity_1_1,WC_imp_identity_2_1,WC_imp_identity_3_1,WC_imp_identity_telo_1,WC_imp_prediction_1,WC_imp_prediction_es_1,WC_imp_prediction_te_1,WC_imp_prediction_ca_1,WC_imp_comp_prev,WC_imp_comp_1,WC_imp_comp_2,AM_det_identity_1_1,AM_det_identity_2_1,AM_det_identity_3_1,AM_det_identity_telo_1,AM_det_prediction_1,AM_det_prediction_es_1,AM_det_prediction_te_1,AM_det_prediction_ca_1,AM_det_comp_prev,AM_det_comp_1,AM_det_comp_2,AM_imp_identity_1_1,AM_imp_identity_2_1,AM_imp_identity_3_1,AM_imp_identity_telo_1,AM_imp_prediction_1,AM_imp_prediction_es_1,AM_imp_prediction_te_1,AM_imp_prediction_ca_1,AM_imp_comp_prev,AM_imp_comp_1,AM_imp_comp_2,TC_det_identity_1_1,TC_det_identity_2_1,TC_det_identity_3_1,TC_det_identity_telo_1,TC_det_prediction_1,TC_det_prediction_es_1,TC_det_prediction_te_1,TC_det_prediction_ca_1,TC_det_comp_prev,TC_det_comp_1,TC_det_comp_2,TC_imp_identity_1_1,TC_imp_identity_2_1,TC_imp_identity_3_1,TC_imp_identity_telo_1,TC_imp_prediction_1,TC_imp_prediction_es_1,TC_imp_prediction_te_1,TC_imp_prediction_ca_1,TC_imp_comp_prev,TC_imp_comp_1,TC_imp_comp_2,RO_det_identity_1_1,RO_det_identity_2_1,RO_det_identity_3_1,RO_det_identity_telo_1,RO_det_prediction_1,RO_det_prediction_es_1,RO_det_prediction_te_1,RO_det_prediction_ca_1,RO_det_comp_prev,RO_det_comp_1,RO_det_comp_2,RO_imp_identity_1_1,RO_imp_identity_2_1,RO_imp_identity_3_1,RO_det_identity_telo_1,RO_imp_prediction_1,RO_imp_prediction_es_1,RO_imp_prediction_te_1,RO_imp_prediction_ca_1,RO_imp_comp_prev,RO_imp_comp_1,RO_imp_comp_2,BT_det_identity_1_1,BT_det_identity_2_1,BT_det_identity_3_1,BT_det_identity_telo_1,BT_det_prediction_1,BT_det_prediction_es_1,BT_det_prediction_te_1,BT_det_prediction_ca_1,BT_det_comp_prev,BT_det_comp_1,BT_det_comp_2,BT_imp_identity_1_1,BT_imp_identity_2_1,BT_imp_identity_3_1,BT_imp_identity_telo_1,BT_imp_prediction_1,BT_imp_prediction_es_1,BT_imp_prediction_te_1,BT_imp_prediction_ca_1,BT_imp_comp_prev,BT_imp_comp_1,BT_imp_comp_2,DL_det_identity_1_1,DL_det_identity_2_1,DL_det_identity_3_1,DL_det_identity_telo_1,DL_det_prediction_1,DL_det_prediction_es_1,DL_det_prediction_te_1,DL_det_prediction_ca_1,DL_det_comp_prev,DL_det_comp_1,DL_det_comp_2,DL_imp_identity_1_1,DL_imp_identity_2_1,DL_imp_identity_3_1,DL_imp_identity_telo_1,DL_imp_prediction_1,DL_imp_prediction_es_1,DL_imp_prediction_te_1,DL_imp_prediction_ca_1,DL_imp_comp_prev,DL_imp_comp_1,DL_imp_comp_2,psych_glibness_1,psych_grandiose_1,psych_path_liar_1,psych_con_manip_1,psych_remorse_1,psych_shallow_affect_1,psych_callous_1,psych_parasitism_1,psych_control_behav_1,psych_goals_1,psych_impulse_1,psych_irresponsible_1,psych_responsible_1,psych_same_offense_1,psych_criminal_1,politics_1,gender,gender_4_TEXT,ethnicity,ethnicity_5_TEXT,age,education,education_9_TEXT,comments,StudyID
1,R_3jcV1CBxWl2ozCT,1,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28,59,100,89,1,3,3,,,,,,,,,,,,58,65,81,77,94,85,96,76,56,49,81,50,48,58,68,2,1,,1,,35,2,,,cmc_e3
1,R_1FRjBt8rolWS5zv,1,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92,19,96,100,1,5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72,92,29,60,71,61,71,81,51,32,41,50,50,60,32,100,2,,1,,62,6,,,cmc_e3
1,R_3Pw4sHSaI6CNdaw,1,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64,21,100,100,,,,,1,5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85,61,75,69,68,91,86,77,64,7,22,51,62,49,75,0,1,,4,,32,4,,,cmc_e3
1,R_zZjF8tAXtPmMvnP,1,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98,46,85,93,1,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88,94,87,90,86,90,94,97,91,98,90,98,100,91,89,64,1,,5,Latino,37,6,,,cmc_e3
1,R_30kQ0WDkd8iQa4O,1,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,69,96,80,1,2,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65,92,63,89,86,74,85,76,89,62,57,71,83,91,72,83,1,,1,,46,6,,,cmc_e3
1,R_1jVpqSDnBp9LDye,1,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,100,100,50,99,,,,,1,2,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90,100,50,100,50,50,70,90,50,30,30,50,30,20,50,60,1,,1,,68,8,,,cmc_e3
1,R_1H0MZkBoxaK1xPq,1,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66,5,97,95,,,,,1,5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76,71,66,76,90,86,81,81,60,87,33,60,70,55,63,13,2,,1,,42,5,,,cmc_e3
1,R_W3agemzitYHodUd,1,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,100,100,100,1,2,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,72,8,50,9,12,51,9,8,9,8,8,10,9,3,69,1,,1,,63,3,,,cmc_e3
1,R_25AuttP1EdcJZfa,1,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,33,91,99,,,,,1,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74,88,87,90,88,83,84,91,81,52,66,57,63,53,82,32,2,,3,,41,5,,,cmc_e3
1,R_1mxsvXMZm7j7lFz,1,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,100,100,100,,,,,1,2,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,100,100,100,100,100,100,100,100,49,15,100,100,100,100,0,2,,1,,58,4,,,cmc_e3
1,R_Wqixl6PKMk2Ap2x,1,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,50,90,100,2,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90,90,65,90,85,90,90,90,80,10,20,75,75,70,80,60,2,,1,,39,6,,,cmc_e3
1,R_sh82V8OHVlVmXn3,1,2,2,,,,,,,,,5,80,92,61,1,2,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51,69,42,67,41,73,82,83,9,11,14,52,46,40,28,55,2,,1,,60,5,,,cmc_e3
1,R_1q7N5dCg7TQ1lRa,1,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,0,30,15,,,,,1,5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90,100,81,100,100,100,90,100,100,30,40,60,95,100,100,10,1,,1,,30,4,,,cmc_e3
1,R_2OGYXT4BBadXZEM,1,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68,95,80,72,1,5,2,78,35,21,74,80,54,36,56,35,15,24,38,86,75,25,51,1,,3,,19,2,,,cmc_e3
1,R_6Sj346BTiKBdOPT,1,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43,53,50,42,,,,,3,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41,61,37,55,43,48,31,38,54,65,48,28,53,28,36,56,1,,4,,30,2,,,cmc_e3
1,R_2VrUTK4rOFdmrSm,1,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,82,79,38,2,2,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59,82,69,60,84,88,71,55,30,51,10,67,75,77,57,26,2,,1,,50,5,,,cmc_e3
1,R_2CBe8iQ9fy16wob,1,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87,100,90,100,,,,,1,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75,100,100,100,100,100,100,100,100,100,53,87,84,83,95,26,2,,1,,42,5,,,cmc_e3
1,R_2wmkeYOY7KhXthn,1,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68,22,100,100,1,5,2,,,,,,,,,,,,,,,,,,,,,,,75,88,50,64,55,60,57,83,21,11,49,54,49,30,53,0,2,,1,,30,2,,,cmc_e3
1,R_3Jg7eyngwjq4Erz,1,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,47,100,100,2,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76,80,55,62,74,81,79,80,19,10,50,84,99,74,87,10,2,,1,,38,5,,,cmc_e3
1,R_2XiEyp5eurVr2m7,1,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,88,78,70,92,,,,,1,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86,71,90,92,92,90,95,99,99,97,66,87,88,84,95,15,1,,1,,29,5,,,cmc_e3
1,R_2YGiTSQofA0TVsV,1,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28,51,29,71,,,,,1,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76,27,65,52,56,22,38,88,62,13,24,82,37,56,43,0,2,,1,,19,4,,,cmc_e3
1,R_1GPOMPLtD9NMlKQ,1,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39,40,100,100,,,,,1,2,5,,,,,,,,,,,,50,71,30,61,80,100,81,50,20,19,10,71,70,50,50,10,2,,1,,61,5,,,cmc_e3
1,R_2VEz3qeiAKJsOGU,1,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81,72,32,31,1,5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73,82,79,63,20,38,67,70,72,60,19,17,70,61,72,7,1,,2,,33,6,,,cmc_e3
1,R_1rolWq5kdbPfemw,1,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43,55,75,100,,,,,1,2,5,,,,,,,,,,,,71,75,61,57,86,71,78,81,49,38,36,50,66,58,67,33,1,,1,,38,5,,,cmc_e3
1,R_2f8UtvpIRaghpeZ,1,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44,19,100,100,,,,,1,5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70,85,60,66,60,51,49,55,44,30,25,49,73,39,30,90,2,,1,,62,3,,,cmc_e3
1,R_3qTYyzrsZy2Leg0,1,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90,15,93,100,,,,,1,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91,91,80,94,95,95,95,94,77,50,22,55,91,92,94,4,2,,1,,59,5,,,cmc_e3
1,R_2zkDpXGlrycgct7,1,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19,61,97,97,1,5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61,70,22,23,45,50,46,31,33,11,10,74,77,30,15,61,1,,1,,57,4,,,cmc_e3
1,R_1BS2jwwZvBgMtoG,1,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,30,100,100,,,,,1,5,1,,,,,,,,,,,,,,,,,,,,,,,60,90,50,75,87,100,100,74,14,0,0,38,75,41,99,7,2,,1,,33,6,,,cmc_e3
1,R_3ql3MtQpc1pucVJ,1,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63,24,53,80,,,,,1,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51,31,74,55,43,55,79,84,69,36,57,35,72,42,59,72,1,,1,,25,5,,,cmc_e3
1,R_Z4Cfm390rSKJjvX,1,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,72,82,100,,,,,1,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,100,99,100,100,98,100,96,100,100,99,100,98,100,97,50,2,,1,,42,4,,,cmc_e3
1,R_1FbPGS9Gr5fxgBm,1,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,100,100,100,,,,,1,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96,100,92,99,17,99,98,100,100,91,76,93,14,98,95,46,2,,1,,76,4,,,cmc_e3
1,R_3dDJtQdSSyXivEQ,1,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60,60,66,80,1,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,70,95,90,100,75,90,80,65,70,80,70,70,60,71,50,2,,1,,28,2,,,cmc_e3
1,R_1eW9kY2o3idSyAG,1,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,5,94,92,1,2,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,51,83,87,89,75,86,83,68,73,52,83,80,84,86,71,1,,1,,27,5,,,cmc_e3
1,R_ZBFxm89k2RaUypH,1,2,2,,,,,,,,,,,,,,,,,,,,10,11,100,100,1,5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,100,95,94,100,88,100,100,94,54,15,65,100,100,85,9,1,,1,,39,5,,,cmc_e3
1,R_ukKD90Wbt3O6Evf,1,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85,100,100,90,,,,,1,2,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85,100,65,90,80,90,90,75,100,50,100,90,100,100,100,25,1,,1,,38,2,,,cmc_e3
1,R_2dGVAoQn0798YoE,1,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,10,100,90,,,,,1,5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81,56,71,71,62,80,81,95,27,27,24,50,75,50,65,67,1,,1,,41,3,,,cmc_e3
1,R_10rxqdQHJ0mzrhB,1,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,40,100,100,1,2,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,80,75,75,81,86,87,89,67,57,43,76,91,86,81,0,2,,1,,26,5,,,cmc_e3
1,R_1C2WbKqedaomh6v,1,2,2,,,,,,,,,,,,,,,,,,,,3,48,80,89,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71,81,53,79,18,80,61,88,14,20,21,86,73,54,42,45,2,,1,,41,6,,,cmc_e3
1,R_1kHy9rOswGPTEV9,1,2,2,,,,,,,,,,,,,,,,16,29,26,91,,,,,1,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96,88,97,94,93,95,93,95,96,94,62,94,100,95,100,10,2,,1,,36,5,,,cmc_e3
1,R_2uOGjxJet8jZbmi,1,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,92,60,100,1,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,63,43,43,42,40,50,34,40,53,43,41,43,41,32,13,2,,1,,68,6,,,cmc_e3
1,R_1isTLgmitFAbPL5,1,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63,54,98,58,2,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,100,100,100,52,100,100,100,100,17,72,100,100,93,83,11,2,,1,,32,4,,,cmc_e3
1,R_2czxI35RZB1dgpd,1,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,74,100,75,,,,,1,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,100,70,100,100,98,100,100,0,0,0,30,70,50,100,30,1,,1,,29,5,,,cmc_e3
1,R_3noZ4R6JtHg1Byj,1,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,10,100,90,1,5,1,60,90,50,60,70,75,60,90,50,30,55,45,60,65,70,15,1,,1,,27,5,,,cmc_e3
