"StartDate","EndDate","Status","IPAddress","Progress","Duration..in.seconds.","Finished","RecordedDate","ResponseId","RecipientLastName","RecipientFirstName","RecipientEmail","ExternalReference","LocationLatitude","LocationLongitude","DistributionChannel","UserLanguage","att1","att2","consent","Q110","elon_musk_first_10","warren_buffet_second_10","warren_buffet_first_10","elon_musk_second_10","comp1","gender","gender_4_TEXT","ethnicity","ethnicity_6_TEXT","age","education","education_8_TEXT","PROLIFIC_PID"
"2024-01-18 09:11:15","2024-01-18 09:13:21","0",85,"100","125","1","2024-01-18 09:13:21","R_6rSzNz8abG2R07X","","","","",85,85,"anonymous","EN","2","2","1","57ac740478a38d00017cce22","30","25","","","2","2","","3","","63","1","","57ac740478a38d00017cce22"
"2024-01-18 09:12:16","2024-01-18 09:13:24","0",86,"100","68","1","2024-01-18 09:13:25","R_3BaodqL2Dl0bnE8","","","","",86,86,"anonymous","EN","2","2","1","5c64c8c458987100010e9db7","50","50","","","2","2","","3","","63","5","","5c64c8c458987100010e9db7"
"2024-01-18 09:12:25","2024-01-18 09:13:32","0",87,"100","66","1","2024-01-18 09:13:32","R_62zMGxbFzhauvuQ","","","","",87,87,"anonymous","EN","2","2","1","5ff5f6c52171e10f72d3610c","61","71","","","2","2","","3","","33","5","","5ff5f6c52171e10f72d3610c"
"2024-01-18 09:13:21","2024-01-18 09:13:42","0",88,"100","20","1","2024-01-18 09:13:42","R_1d9QEE5LMrtfYA7","","","","",88,88,"anonymous","EN","2","1","","","","","","","","","","","","","","","65450acb15b86368927f3f7f"
"2024-01-18 09:12:23","2024-01-18 09:13:54","0",89,"100","90","1","2024-01-18 09:13:55","R_6fNMLgmqUeF7JNd","","","","",89,89,"anonymous","EN","2","2","1","61592ea07347e286bca1955f","","","80","80","2","2","","2","","22","4","","61592ea07347e286bca1955f"
"2024-01-18 09:12:44","2024-01-18 09:13:54","0",90,"100","70","1","2024-01-18 09:13:55","R_1WCsJkNxlkiV6V4","","","","",90,90,"anonymous","EN","2","2","1","656cb9bc6c3fc7ef9553d00d","","","30","100","2","2","","1","","32","5","","656cb9bc6c3fc7ef9553d00d"
"2024-01-18 09:13:09","2024-01-18 09:13:56","0",91,"100","47","1","2024-01-18 09:13:57","R_3XR3h812iaWwBxf","","","","",91,91,"anonymous","EN","2","2","1","5c5aebc28348b50001fcb0c6","","","75","91","2","1","","3","","31","4","","5c5aebc28348b50001fcb0c6"
"2024-01-18 09:12:47","2024-01-18 09:14:01","0",92,"100","73","1","2024-01-18 09:14:01","R_6ltPnANnHdjV4Oc","","","","",92,92,"anonymous","EN","2","2","1","636149c88d2d393decf957f7","","","51","60","2","1","","3","","37","1","","636149c88d2d393decf957f7"
"2024-01-18 09:07:06","2024-01-18 09:14:01","0",93,"100","414","1","2024-01-18 09:14:01","R_6CMYK3pFzXIWX28","","","","",93,93,"anonymous","EN","2","2","1","5c2d27de867f660001af9b73","","","68","25","2","2","","3","","54","3","","5c2d27de867f660001af9b73"
"2024-01-18 09:12:49","2024-01-18 09:14:02","0",94,"100","73","1","2024-01-18 09:14:03","R_6qkchrINQPDBpbR","","","","",94,94,"anonymous","EN","2","2","1","6501bdc07ec7d13f08561aaf","50","74","","","2","2","","3","","32","3","","6501bdc07ec7d13f08561aaf"
"2024-01-18 09:12:14","2024-01-18 09:14:03","0",95,"100","108","1","2024-01-18 09:14:04","R_6WNMV2akAQ9EYE9","","","","",95,95,"anonymous","EN","2","2","1","63d461ae668907ea6006f43f","","","100","100","2","4","","3","","29","3","","63d461ae668907ea6006f43f"
"2024-01-18 09:13:02","2024-01-18 09:14:07","0",96,"100","65","1","2024-01-18 09:14:07","R_1pPqZV8I3vDapeJ","","","","",96,96,"anonymous","EN","2","2","1","60fc87b630b2179e6c5785ed","80","20","","","2","2","","3","","25","4","","60fc87b630b2179e6c5785ed"
"2024-01-18 09:13:17","2024-01-18 09:14:07","0",97,"100","49","1","2024-01-18 09:14:08","R_7DMwKtW9g8SzuI5","","","","",97,97,"anonymous","EN","2","2","1","5c92590a1f991d00161a6fa3","","","20","48","2","1","","3","","44","4","","5c92590a1f991d00161a6fa3"
"2024-01-18 09:13:06","2024-01-18 09:14:11","0",98,"100","64","1","2024-01-18 09:14:12","R_3nmndkQrAiP083T","","","","",98,98,"anonymous","EN","2","2","1","5c5c75d6329ee20001083061","40","80","","","2","1","","3","","41","4","","5c5c75d6329ee20001083061"
"2024-01-18 09:13:34","2024-01-18 09:14:19","0",99,"100","44","1","2024-01-18 09:14:19","R_63xStaM676aa5Ru","","","","",99,99,"anonymous","EN","2","2","1","6431fa7dd113eda38603cabc","77","54","","","2","1","","2","","24","4","","6431fa7dd113eda38603cabc"
"2024-01-18 09:14:07","2024-01-18 09:14:21","0",100,"100","14","1","2024-01-18 09:14:22","R_7C1aSTWfQXlcv3X","","","","",100,100,"anonymous","EN","2","1","","","","","","","","","","","","","","","656607b0de809871a577ac96"
"2024-01-18 09:13:16","2024-01-18 09:14:29","0",101,"100","73","1","2024-01-18 09:14:30","R_3rHssHcCw2iYE1f","","","","",101,101,"anonymous","EN","2","2","1","6400da876003cad093b2118f","","","50","75","2","2","","3","","30","4","","6400da876003cad093b2118f"
"2024-01-18 09:12:58","2024-01-18 09:14:31","0",102,"100","92","1","2024-01-18 09:14:31","R_6UE8iQavxXFGQ8x","","","","",102,102,"anonymous","EN","2","2","1","557f112bfdf99b4ea6dd08db","86","43","","","2","2","","2","","30","7","","557f112bfdf99b4ea6dd08db"
"2024-01-18 09:13:29","2024-01-18 09:14:34","0",103,"100","65","1","2024-01-18 09:14:34","R_3YfVqHabXBeEqNB","","","","",103,103,"anonymous","EN","2","2","1","5f060fa4cf10ff12c4e42b9d","","","98","95","2","2","","3","","30","5","","5f060fa4cf10ff12c4e42b9d"
"2024-01-18 09:13:45","2024-01-18 09:14:35","0",104,"100","50","1","2024-01-18 09:14:36","R_1DYZuBfGUpWHTK7","","","","",104,104,"anonymous","EN","2","2","1","5c06b3f64a2b7b0001c3c185","","","60","85","2","2","","4","","39","4","","5c06b3f64a2b7b0001c3c185"
"2024-01-18 09:13:28","2024-01-18 09:14:43","0",105,"100","74","1","2024-01-18 09:14:43","R_6qBBt3cC5ozYKVO","","","","",105,105,"anonymous","EN","2","2","1","6107b55d4376fdce2ada37f8","40","50","","","2","2","","3","","25","3","","6107b55d4376fdce2ada37f8"
"2024-01-18 09:14:02","2024-01-18 09:14:47","0",106,"100","45","1","2024-01-18 09:14:48","R_3mPgyU4LLHNWTz3","","","","",106,106,"anonymous","EN","2","2","1","59e7d3f97f3d71000171def0","90","51","","","2","1","","3","","40","3","","59e7d3f97f3d71000171def0"
"2024-01-18 09:13:52","2024-01-18 09:14:50","0",107,"100","58","1","2024-01-18 09:14:51","R_7RyWqTarpDdQEO8","","","","",107,107,"anonymous","EN","2","2","1","5b2489070ec82d0001d1dbb2","","","60","90","2","2","","3","","45","5","","5b2489070ec82d0001d1dbb2"
"2024-01-18 09:13:55","2024-01-18 09:15:10","0",108,"100","74","1","2024-01-18 09:15:10","R_3JeMwNMCrWkPx2E","","","","",108,108,"anonymous","EN","2","2","1","570e6b4fc9e604000f020a6f","34","69","","","2","1","","3","","28","4","","570e6b4fc9e604000f020a6f"
"2024-01-18 09:13:10","2024-01-18 09:15:15","0",109,"100","124","1","2024-01-18 09:15:16","R_3qtdZVMzwPrx1Qt","","","","",109,109,"anonymous","EN","2","2","1","5f4c4dd50a92c286c1972f06","76","63","","","2","2","","3","","27","4","","5f4c4dd50a92c286c1972f06"
"2024-01-18 09:14:39","2024-01-18 09:15:45","0",110,"100","66","1","2024-01-18 09:15:45","R_7GAGghE3PjVpFrn","","","","",110,110,"anonymous","EN","2","2","1","6111bb9382dbee7eb452a653","30","71","","","2","2","","3","","43","3","","6111bb9382dbee7eb452a653"
"2024-01-18 09:15:13","2024-01-18 09:16:02","0",111,"100","48","1","2024-01-18 09:16:02","R_3eJfKnOZKw30nZL","","","","",111,111,"anonymous","EN","2","2","1","5f500550ad48ba16ff920279","54","32","","","2","1","","2","","42","3","","5f500550ad48ba16ff920279"
"2024-01-18 09:15:07","2024-01-18 09:16:05","0",112,"100","58","1","2024-01-18 09:16:06","R_3qTJhHmBZA7se26","","","","",112,112,"anonymous","EN","2","2","1","6336fecb0b27c43626068e01","","","95","100","2","1","","6","European-American","48","4","","6336fecb0b27c43626068e01"
"2024-01-18 09:15:08","2024-01-18 09:16:09","0",113,"100","61","1","2024-01-18 09:16:10","R_1FQUFpFLfIXt4iy","","","","",113,113,"anonymous","EN","2","2","1","6124232e0de36853de1edfa5","","","60","60","2","2","","3","","21","3","","6124232e0de36853de1edfa5"
"2024-01-18 09:14:51","2024-01-18 09:16:10","0",114,"100","78","1","2024-01-18 09:16:10","R_1EXC5EJLp6ARqQI","","","","",114,114,"anonymous","EN","2","2","1","63f78c9346da47f7f8f3aef9","85","75","","","2","4","none","3","","30","3","","63f78c9346da47f7f8f3aef9"
"2024-01-18 09:14:45","2024-01-18 09:16:11","0",115,"100","86","1","2024-01-18 09:16:12","R_3HiD1dkZg7LGw0J","","","","",115,115,"anonymous","EN","2","2","1","654e801d14df9acd084196c2","","","50","100","2","2","","3","","50","5","","654e801d14df9acd084196c2"
"2024-01-18 09:13:51","2024-01-18 09:16:11","0",116,"100","140","1","2024-01-18 09:16:12","R_3jkrw1Y5GRtjgf7","","","","",116,116,"anonymous","EN","2","2","1","64d544908cc0899c470c9516","","","35","100","2","1","","5","","53","4","","64d544908cc0899c470c9516"
"2024-01-18 09:14:49","2024-01-18 09:16:12","0",117,"100","83","1","2024-01-18 09:16:12","R_5D4Pv8ayfI2otuF","","","","",117,117,"anonymous","EN","2","2","1","5c40134b1580e900012320ab","60","20","","","2","2","","3","","43","3","","5c40134b1580e900012320ab"
"2024-01-18 09:15:27","2024-01-18 09:16:14","0",118,"100","47","1","2024-01-18 09:16:15","R_3ubDd8JlQxu1iZX","","","","",118,118,"anonymous","EN","2","2","1","5eb33612d573b51326905f30","","","69","80","2","2","","3","","39","4","","5eb33612d573b51326905f30"
"2024-01-18 09:15:09","2024-01-18 09:16:22","0",119,"100","73","1","2024-01-18 09:16:23","R_3N245WmRkSsMt51","","","","",119,119,"anonymous","EN","2","2","1","5c3ebb97b3369c0001a94fea","","","50","65","2","2","","3","","38","4","","5c3ebb97b3369c0001a94fea"
"2024-01-18 09:15:41","2024-01-18 09:16:24","0",120,"100","42","1","2024-01-18 09:16:24","R_5Rfu4IaRasMn7rj","","","","",120,120,"anonymous","EN","2","2","1","5dcf33e0961cb308755ac95b","65","59","","","2","2","","3","","37","5","","5dcf33e0961cb308755ac95b"
"2024-01-18 09:15:02","2024-01-18 09:16:30","0",121,"100","87","1","2024-01-18 09:16:30","R_310HP0Cp2JVdaaj","","","","",121,121,"anonymous","EN","2","2","1","5d463e632f66d00016120742","70","40","","","2","1","","3","","25","5","","5d463e632f66d00016120742"
"2024-01-18 09:16:26","2024-01-18 09:16:37","0",122,"100","10","1","2024-01-18 09:16:38","R_17djARWt07MzxzJ","","","","",122,122,"anonymous","EN","2","1","","","","","","","","","","","","","","","657b9e980720de6926836b20"
"2024-01-18 09:15:38","2024-01-18 09:16:38","0",123,"100","60","1","2024-01-18 09:16:39","R_1G93N8ycEBD1qrq","","","","",123,123,"anonymous","EN","2","2","1","60ce5270f1695ea416c25fc3","","","73","70","2","1","","3","","66","7","","60ce5270f1695ea416c25fc3"
"2024-01-18 09:15:42","2024-01-18 09:16:38","0",124,"100","56","1","2024-01-18 09:16:39","R_5TrqYfuWsYUMjMl","","","","",124,124,"anonymous","EN","2","2","1","5efec82cf597a73e75e3fbe0","","","50","80","2","2","","2","","22","4","","5efec82cf597a73e75e3fbe0"
"2024-01-18 09:15:51","2024-01-18 09:16:48","0",125,"100","56","1","2024-01-18 09:16:48","R_3eracZgyY2pDYQI","","","","",125,125,"anonymous","EN","2","2","1","62e073721cd1f5f6cff50910","60","70","","","2","2","","1","","26","4","","62e073721cd1f5f6cff50910"
"2024-01-18 09:12:22","2024-01-18 09:17:19","0",126,"100","296","1","2024-01-18 09:17:20","R_7h6zQtGLGzqJOPA","","","","",126,126,"anonymous","EN","2","2","1","586ad3a6da731b0001049cad","","","14","100","2","2","","3","","46","4","","586ad3a6da731b0001049cad"
"2024-01-18 09:14:53","2024-01-18 09:17:22","0",127,"100","148","1","2024-01-18 09:17:23","R_3QK9q9fwQ6MKnuh","","","","",127,127,"anonymous","EN","2","2","1","6335c2e456a9b4ca55a47642","47","90","","","2","1","","3","","61","3","","6335c2e456a9b4ca55a47642"
"2024-01-18 09:16:42","2024-01-18 09:17:29","0",128,"100","47","1","2024-01-18 09:17:30","R_3c32XUcBh7I2QcV","","","","",128,128,"anonymous","EN","2","2","1","6112b65a93c2eed74b0416f5","86","85","","","2","2","","3","","24","4","","6112b65a93c2eed74b0416f5"
"2024-01-18 09:15:08","2024-01-18 09:17:33","0",129,"100","145","1","2024-01-18 09:17:34","R_7Bzf2GZpDfD87o6","","","","",129,129,"anonymous","EN","2","2","1","64a281f78c5be10f0f28e3ac","0","79","","","2","1","","1","","38","4","","64a281f78c5be10f0f28e3ac"
"2024-01-18 09:16:58","2024-01-18 09:17:44","0",130,"100","46","1","2024-01-18 09:17:45","R_3qjujkraYbQ0K76","","","","",130,130,"anonymous","EN","2","2","1","63fad8b20e532757a496f7f5","","","40","87","2","1","","2","","54","4","","63fad8b20e532757a496f7f5"
"2024-01-18 09:17:04","2024-01-18 09:18:04","0",131,"100","59","1","2024-01-18 09:18:04","R_3pT1HbvfAX6KPrj","","","","",131,131,"anonymous","EN","2","2","1","58752fed445a5f00019b4a3f","96","64","","","2","1","","3","","25","5","","58752fed445a5f00019b4a3f"
"2024-01-18 09:16:40","2024-01-18 09:18:08","0",132,"100","88","1","2024-01-18 09:18:09","R_7n6hUlwTaLa7XdG","","","","",132,132,"anonymous","EN","2","2","1","63912cbde71779ba1a9c149b","","","51","52","2","2","","3","","71","3","","63912cbde71779ba1a9c149b"
"2024-01-18 09:16:46","2024-01-18 09:18:09","0",133,"100","82","1","2024-01-18 09:18:09","R_3G6r8TWHkTzxtlL","","","","",133,133,"anonymous","EN","2","2","1","5f4fdba442d1a7110ae00343","81","83","","","2","2","","1","","24","4","","5f4fdba442d1a7110ae00343"
"2024-01-18 09:17:23","2024-01-18 09:18:11","0",134,"100","48","1","2024-01-18 09:18:12","R_5OMWs6DGRD9GTgB","","","","",134,134,"anonymous","EN","2","2","1","5f6a6a47354cc7139c5b7947","62","73","","","2","2","","2","","32","5","","5f6a6a47354cc7139c5b7947"
"2024-01-18 09:14:26","2024-01-18 09:18:16","0",135,"100","230","1","2024-01-18 09:18:17","R_6Ecdi50Eb2YjlTQ","","","","",135,135,"anonymous","EN","2","2","1","636212999d9d4a04989c95e9","69","77","","","2","1","","3","","43","5","","636212999d9d4a04989c95e9"
"2024-01-18 09:16:39","2024-01-18 09:18:18","0",136,"100","98","1","2024-01-18 09:18:18","R_5LFDIyN6k8nKZ1C","","","","",136,136,"anonymous","EN","2","2","1","5eb17aefc2338227ce362731","","","52","73","2","1","","4","","37","4","","5eb17aefc2338227ce362731"
"2024-01-18 09:17:14","2024-01-18 09:18:21","0",137,"100","67","1","2024-01-18 09:18:21","R_1qOsM8NGCt7GPR1","","","","",137,137,"anonymous","EN","2","2","1","63ea5699c794ce2a4f225dc8","","","61","45","2","1","","3","","28","5","","63ea5699c794ce2a4f225dc8"
"2024-01-18 09:16:42","2024-01-18 09:18:22","0",138,"100","100","1","2024-01-18 09:18:22","R_7zu0mYTaDWyDhZ7","","","","",138,138,"anonymous","EN","2","2","1","60f3320a37b06dff39dd1d8c","80","35","","","2","2","","3","","61","4","","60f3320a37b06dff39dd1d8c"
"2024-01-18 09:17:55","2024-01-18 09:18:33","0",139,"100","38","1","2024-01-18 09:18:33","R_3j0eEnK36QdI6n0","","","","",139,139,"anonymous","EN","2","2","1","60ff4278d80ae9f23e25eb4b","44","71","","","2","3","","7","","22","4","","60ff4278d80ae9f23e25eb4b"
"2024-01-18 09:16:47","2024-01-18 09:18:35","0",140,"100","108","1","2024-01-18 09:18:35","R_1Myxqx4cP4LAD4n","","","","",140,140,"anonymous","EN","2","2","1","5c4685e43526c80001fd2899","","","32","62","2","1","","4","","40","4","","5c4685e43526c80001fd2899"
"2024-01-18 09:15:08","2024-01-18 09:18:36","0",141,"100","207","1","2024-01-18 09:18:36","R_11HOVeT7o8VNn5t","","","","",141,141,"anonymous","EN","2","2","1","6568f71e4bde2a6c9da07cc7","72","79","","","2","2","","1","","32","7","","6568f71e4bde2a6c9da07cc7"
"2024-01-18 09:16:41","2024-01-18 09:18:36","0",142,"100","115","1","2024-01-18 09:18:37","R_72nEoBOLahz0ZZY","","","","",142,142,"anonymous","EN","2","2","1","5d38fb96a2087f0019272bc0","","","3","78","2","2","","3","","35","2","","5d38fb96a2087f0019272bc0"
"2024-01-18 09:16:37","2024-01-18 09:18:36","0",143,"100","118","1","2024-01-18 09:18:37","R_1PzXATZkfC0bUtc","","","","",143,143,"anonymous","EN","2","2","1","651db9ab7095773ef04e5b8c","80","7","","","2","2","","3","","33","3","","651db9ab7095773ef04e5b8c"
"2024-01-18 09:17:13","2024-01-18 09:18:44","0",144,"100","90","1","2024-01-18 09:18:45","R_5AKjpe81W4sZpiv","","","","",144,144,"anonymous","EN","2","2","1","574cca765e5491000f3c89e0","","","50","81","2","1","","3","","62","2","","574cca765e5491000f3c89e0"
"2024-01-18 09:14:47","2024-01-18 09:19:03","0",145,"100","255","1","2024-01-18 09:19:03","R_11yGFaQhSNrsUSw","","","","",145,145,"anonymous","EN","2","2","1","63767a851344bd887e00249e","","","20","89","2","4","Non-Binary","3","","55","8","Associate's Degree (2 year)","63767a851344bd887e00249e"
"2024-01-18 09:13:21","2024-01-18 09:20:13","0",146,"100","412","1","2024-01-18 09:20:14","R_34iwF8cXHDTusu6","","","","",146,146,"anonymous","EN","2","2","1","615efd1df11a7d21f0f12f68","","","72","16","2","2","","3","","34","4","","615efd1df11a7d21f0f12f68"
"2024-01-18 09:15:42","2024-01-18 09:20:24","0",147,"100","281","1","2024-01-18 09:20:25","R_5L56kQCU4EVH6LX","","","","",147,147,"anonymous","EN","2","2","1","5bf311373a5bf00001401f64","","","85","0","2","1","","1","","37","1","","5bf311373a5bf00001401f64"
"2024-01-18 09:13:14","2024-01-18 09:21:21","0",148,"100","487","1","2024-01-18 09:21:22","R_57rqDusbrmbk0sF","","","","",148,148,"anonymous","EN","2","2","1","58c38ef58158840001b5c230","","","80","90","2","1","","3","","36","4","","58c38ef58158840001b5c230"
"2024-01-18 09:20:16","2024-01-18 09:21:31","0",149,"100","75","1","2024-01-18 09:21:32","R_6b65WuW1rGIvDWh","","","","",149,149,"anonymous","EN","2","2","1","5d89590e521ad100164eccab","","","51","45","2","2","","3","","25","3","","5d89590e521ad100164eccab"
"2024-01-18 09:16:32","2024-01-18 09:22:32","0",150,"100","359","1","2024-01-18 09:22:32","R_5IDQonpEwqIqIlb","","","","",150,150,"anonymous","EN","2","2","1","60e37439f7c69f9e2d4466eb","100","50","","","2","2","","1","","59","1","","60e37439f7c69f9e2d4466eb"
"2024-01-18 09:16:10","2024-01-18 09:22:56","0",151,"100","406","1","2024-01-18 09:22:57","R_10HEHp0N8YwYRIf","","","","",151,151,"anonymous","EN","2","2","1","60fe5defab667c1156a91e48","96","87","","","1","1","","3","","27","4","","60fe5defab667c1156a91e48"
"2024-01-18 09:22:25","2024-01-18 09:23:32","0",152,"100","67","1","2024-01-18 09:23:33","R_1Gx1ydDnB5BkOl5","","","","",152,152,"anonymous","EN","2","2","1","5c961ee66357fb0001ef4b4a","","","69","93","2","1","","1","","54","1","","5c961ee66357fb0001ef4b4a"
"2024-01-18 09:23:24","2024-01-18 09:24:08","0",153,"100","44","1","2024-01-18 09:24:09","R_3CspALAZuCJw71n","","","","",153,153,"anonymous","EN","2","2","1","602d3534af703b6fe8b4033d","90","40","","","2","1","","3","","30","3","","602d3534af703b6fe8b4033d"
"2024-01-18 09:23:39","2024-01-18 09:24:23","0",154,"100","44","1","2024-01-18 09:24:24","R_7UbmXZheRC1WtQN","","","","",154,154,"anonymous","EN","2","1","","","","","","","","","","","","","","","5e45f4cbbc594a0dc5429501"
